Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Y_Trimmed_Candidates,Matched_Y_Trimmed,Match_Found
74978179,788.7,C36H36O20,C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(OC2OC3C(C(C(OC3OC4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC(=C(C=C6)O)O)CO)O)O)CO)O)O)O)O,"[2-[2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 3-(3,4-dihydroxyphenyl)prop-2-enoate",0,0,C37H38O20,162881626.0,CCCCCCCCCOOCCCCOCOCCCCOCOCCOCCCCCCCOOOCCCCCCOOCOOOCOOOOO,CCCCCCCCCOOCCCCOCOCCCCOCOCCOCCCCCCCOOOCCCCCCOOCOOOCOOOO,CCCCCCCCCOOCCCCOCOCCCCOCOCCOCCCCCCCOOOCCCCCCOOCOOOCOOOO,True
74977971,448.4,C21H20O11,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3-hydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,1,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,True
74977969,448.4,C21H20O11,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-7-hydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",3,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
74977919,626.5,C27H30O17,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)O,"7-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,8-dihydroxychromen-4-one",0,0,C28H32O17,5487516.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO,True
74977646,610.5,C27H30O16,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O,"7-[3,5-dihydroxy-6-(hydroxymethyl)-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one",0,0,C28H32O16,5320020.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOCCCCCOCOOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOCOOOOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO,True
74962995,626.5,C27H30O17,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)O,"6-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",0,0,C28H32O17,5487516.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO,True
74819305,448.4,C21H20O11,C1=CC(=C(C=C1C=C2C(=O)C3=C(O2)C(=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,"2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1-benzofuran-3-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
74819247,450.4,C21H22O11,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-[2,4-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,True
74259755,466.4,C21H22O12,C1=CC(=C(C=C1C=CC(=O)C2=C(C(=C(C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-[2,3,6-trihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O12,24862883.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOO,CCCCCCCCCCCCCCCOOOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOCCCCCOCOOOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO;CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,True
74089809,450.4,C21H22O11,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-[2,6-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
74081127,224.21,C11H12O5,C1=CC(=C(C=C1C=CC(=O)OCCO)O)O,"2-hydroxyethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",2,0,C12H14O5,21480042.0,CCCCCCCCCOOCCOOO,CCCCCCCCCCOCOOO;CCCCCCCCCCOOCOO;CCCCCCCCCOCCOOO;CCCCCCCCCCCOOOO,CCCCCCCCCOCCOOO,True
73981732,448.4,C21H20O11,C1=CC(=C(C=C1C=C2C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,"2-[(3,4-dihydroxyphenyl)methylidene]-4-hydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1-benzofuran-3-one",3,41,C22H22O11,5378562.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
73804009,594.5,C30H26O13,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)O)O,"[3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxan-2-yl]methyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",0,0,C31H28O13,101882532.0,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOCOCCCCCCCCOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOO,True
72728602,450.4,C21H22O11,C1=CC(=C(C=C1C=CC(=O)C2=C(C(=C(C=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-[2,4-dihydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
51694629,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-8-hydroxy-7-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,True
51694627,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-8-hydroxy-7-[(2S,3R,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,True
51669117,316.3,C14H20O8,C1=CC(=C(C=C1CCO[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,"(2S,3S,4R,5S,6S)-2-[2-(3,4-dihydroxyphenyl)ethoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0,0,C15H22O8,14413440.0,CCCCCCCCOCCCCCOCOOOOOO,CCCCCCCCOCCCCCOCOOOOO,CCCCCCCCOCCCCCOCOOOOO,True
51669115,316.3,C14H20O8,C1=CC(=C(C=C1CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,"(2S,3R,4R,5S,6S)-2-[2-(3,4-dihydroxyphenyl)ethoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0,0,C15H22O8,14413440.0,CCCCCCCCOCCCCCOCOOOOOO,CCCCCCCCOCCCCCOCOOOOO,CCCCCCCCOCCCCCOCOOOOO,True
40768254,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@@H]4[C@H]([C@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2R,3S,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,True
26120857,316.3,C14H20O8,C1=CC(=C(C=C1CCO[C@@H]2[C@H]([C@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,"(2S,3S,4S,5S,6S)-2-[2-(3,4-dihydroxyphenyl)ethoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0,0,C15H22O8,14413440.0,CCCCCCCCOCCCCCOCOOOOOO,CCCCCCCCOCCCCCOCOOOOO,CCCCCCCCOCCCCCOCOOOOO,True
25202760,450.4,C21H22O11,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-[2,6-dihydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",2,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
25202555,434.4,C21H22O10,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-1-[2-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O10,10671147.0,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCCCCCCOCCCCCOCOOOOCOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOO,True
25201354,432.4,C21H20O10,C1=CC(=C(C=C1C=C2C(=O)C3=C(O2)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"2-[(3,4-dihydroxyphenyl)methylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1-benzofuran-3-one",2,0,C22H22O10,5318267.0,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOCOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOO,True
14427448,580.5,C26H28O15,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(O5)CO)O)O)O)O,"8-[3-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",0,0,C27H30O15,5481245.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOOOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO,True
14332008,448.4,C21H20O11,C1=CC(=C(C=C1C2=COC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO,True
14213550,450.4,C21H22O11,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C(=C(C=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)-1-[2,4-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",2,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
14054263,610.5,C27H30O16,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O,"7-[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one",0,13,C28H32O16,5320020.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOCOOOOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO,True
13887795,580.5,C26H28O15,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(O5)CO)O)O)O)O)O)O)O)O,"7-[6-[[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one",0,0,C27H30O15,5481245.0,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOOOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOOOOOOOOO,True
13577328,480.4,C21H20O13,C1=CC(=C(C=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,6,8-trihydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O13,170453330.0,CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOO,True
13388423,464.4,C21H20O12,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,8-dihydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,True
12308705,434.3,C20H18O11,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)O)O,"3-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",2,0,C21H20O11,3081357.0,CCCCCCCCCOCCCCCCOOOOCCCCOCOOOOO,CCCCCCCCCOOCCOOCCCCCCCCOOCOOOO;CCCCCCCCCCOOOCOCCCCCCCCOOCOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO,True
11968814,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
