Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID
21669382,906.9,C56H42O12,C1=CC(=CC=C1[C@H]2[C@H](C3=C4[C@@H]([C@H](OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)[C@@H]7[C@@H](C8=C(C=C(C=C8O)O)[C@@H]9[C@H](OC1=CC(=CC7=C91)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O,"(1S,8R,9R,16S)-8,16-bis(4-hydroxyphenyl)-9-[(1S,8R,9R,16S)-4,6,12-trihydroxy-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaen-9-yl]-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,12-triol",4,1,C56H42O13,101157338.0
21669381,906.9,C56H42O12,C1=CC(=CC=C1[C@@H]2[C@H](C3=C4[C@@H]([C@H](OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)[C@@H]7[C@H](C8=C(C=C(C=C8O)O)[C@@H]9[C@H](OC1=CC(=CC7=C91)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O,"(1S,8S,9R,16S)-8,16-bis(4-hydroxyphenyl)-9-[(1S,8S,9R,16S)-4,6,12-trihydroxy-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaen-9-yl]-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,12-triol",26,281,C56H42O13,101157338.0
21669380,906.9,C56H42O12,C1=CC(=CC=C1[C@@H]2[C@H]3[C@H]([C@H](C4=C(C=C(C=C4O)O)[C@@H]5[C@H](OC6=CC(=CC3=C56)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C9=C2C(=CC1=C9[C@@H]([C@H](O1)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O)O,"(2R,3S,9S,10S,13R,14S,21S,22S)-10-(3,5-dihydroxyphenyl)-3,9,14,22-tetrakis(4-hydroxyphenyl)-8,23-dioxaheptacyclo[19.6.1.02,13.04,12.07,11.015,20.024,28]octacosa-1(28),4(12),5,7(11),15(20),16,18,24,26-nonaene-5,16,18,26-tetrol",2,1,C56H42O13,101157338.0
21663701,308.3,C19H16O4,C=CC(=O)CC(=O)C=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"1,1-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione",1,8,C19H16O5,67910037.0
21645789,198.22,C13H10O2,C1=CC(=O)C=CC1=CC2=CC=C(C=C2)O,"4-[(4-hydroxyphenyl)methylidene]cyclohexa-2,5-dien-1-one",1,10,C13H10O3,19987124.0
21637738,662.7,C40H38O9,CC1=C[C@H]([C@H]([C@@H](C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=CC(=C4O)C(=O)/C=C/C5=CC=C(C=C5)O)O,"(E)-1-[3-[(1R,5R,6S)-6-[2,4-dihydroxy-3-(3-methylbut-2-enyl)benzoyl]-5-(2,4-dihydroxyphenyl)-3-methylcyclohex-2-en-1-yl]-2,4-dihydroxyphenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",3,0,C40H38O10,132560006.0
21637737,662.7,C40H38O9,CC1=C[C@H]([C@H]([C@@H](C1)C2=CC=C(C=C2)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=CC(=C4O)C(=O)/C=C/C5=C(C=C(C=C5)O)O)O,"(E)-1-[3-[(1R,5R,6S)-6-[2,4-dihydroxy-3-(3-methylbut-2-enyl)benzoyl]-5-(4-hydroxyphenyl)-3-methylcyclohex-2-en-1-yl]-2,4-dihydroxyphenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",4,1,C40H38O10,132560006.0
21637601,462.5,C25H34O8,C1=CC(=CC=C1CCCC[C@H](CCC2=CC=C(C=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,"(2R,3R,4S,5S,6R)-2-[(3R)-1,7-bis(4-hydroxyphenyl)heptan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",8,0,C25H34O9,161083236.0
21637600,594.6,C30H42O12,C1[C@@]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](CCCCC3=CC=C(C=C3)O)CCC4=CC=C(C=C4)O)O)O)O)O)(CO)O,"(2R,3R,4S,5S,6R)-2-[(3R)-1,7-bis(4-hydroxyphenyl)heptan-3-yl]oxy-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]oxane-3,4,5-triol",7,0,C30H42O13,144756145.0
21633857,454.5,C28H22O6,C1=CC(=CC=C1/C=C/C2=CC(=C3[C@@H]([C@H](OC3=C2)C4=CC=C(C=C4)O)C5=CC(=CC(=C5)O)O)O)O,"5-[(2S,3S)-4-hydroxy-2-(4-hydroxyphenyl)-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",27,142,C28H22O7,155288.0
21633203,470.5,C28H22O7,C1=CC(=CC=C1/C=C/C2=C3[C@@H]([C@H](OC3=CC(=C2)O)C4=CC(=C(C=C4)O)O)C5=CC(=CC(=C5)O)O)O,"4-[(2S,3S)-3-(3,5-dihydroxyphenyl)-6-hydroxy-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,2-diol",9,44,C28H22O8,155287.0
21629982,656.6,C29H36O17,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)OC(=O)/C=C/C3=CC=C(C=C3)O)COC(=O)C)O)OC(=O)C)OC(=O)C,"[(2S,3S,4R,5R)-2-(acetyloxymethyl)-2-[(2R,3R,4R,5R,6R)-4,5-diacetyloxy-6-(acetyloxymethyl)-3-hydroxyoxan-2-yl]oxy-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C29H36O18,155903781.0
21629981,656.6,C29H36O17,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)OC(=O)/C=C/C3=CC=C(C=C3)O)COC(=O)C)OC(=O)C)OC(=O)C)O,"[(2S,3S,4R,5R)-2-(acetyloxymethyl)-2-[(2R,3R,4S,5R,6R)-3,4-diacetyloxy-6-(acetyloxymethyl)-5-hydroxyoxan-2-yl]oxy-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C29H36O18,155903781.0
21629980,656.6,C29H36O17,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)OC(=O)/C=C/C3=CC=C(C=C3)O)CO)OC(=O)C)OC(=O)C)OC(=O)C,"[(2S,3S,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)-2-[(2R,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-(acetyloxymethyl)oxan-2-yl]oxyoxolan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C29H36O18,155903781.0
21627755,330.4,C19H22O5,COC1=C(C=CC(=C1)CCCOC(=O)CCC2=CC=C(C=C2)O)O,3-(4-hydroxy-3-methoxyphenyl)propyl 3-(4-hydroxyphenyl)propanoate,2,0,C19H22O6,9841162.0
21619495,272.29,C16H16O4,C1=CC(=CC=C1CC(CC2=CC=C(C=C2)O)C(=O)O)O,3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]propanoic acid,1,3,C16H16O5,5326316.0
21607505,324.28,C15H16O8,C1[C@@H]([C@@]2([C@@H]([C@H](OC2=O)[C@H](CO)O)O)OC1=O)C3=CC=C(C=C3)O,"(4R,5S,8R,9R)-8-[(1S)-1,2-dihydroxyethyl]-9-hydroxy-4-(4-hydroxyphenyl)-1,7-dioxaspiro[4.4]nonane-2,6-dione",5,0,C15H16O9,168512.0
21606291,906.9,C56H42O12,C1=CC(=CC=C1[C@H]2[C@H]3[C@H]([C@@H](C4=C3C5=C(C=C4O)O[C@H]([C@@H]5C6=CC(=CC(=C6)O)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C9=C2C(=CC1=C9[C@H]([C@@H](O1)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O)O,"(1R,4R,5R,11R,12R,15R,16R,22R)-4,15-bis(3,5-dihydroxyphenyl)-5,11,16,22-tetrakis(4-hydroxyphenyl)-6,17-dioxahexacyclo[10.10.0.02,10.03,7.013,21.014,18]docosa-2(10),3(7),8,13(21),14(18),19-hexaene-9,20-diol",4,2,C56H42O13,101157338.0
21606288,906.9,C56H42O12,C1=CC(=CC=C1[C@H]2[C@@H]([C@H]3[C@H](C4=C(C=C(C=C4O)O)[C@@H]5[C@H](OC6=C5C3=C2C(=C6)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C9=C1[C@H]([C@@H](OC1=CC(=C9)O)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O,"(1S,2R,3R,9S,10S,17S)-2-[(2R,3R)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-3,9,17-tris(4-hydroxyphenyl)-8-oxapentacyclo[8.7.2.04,18.07,19.011,16]nonadeca-4(18),5,7(19),11(16),12,14-hexaene-5,13,15-triol",5,455,C56H42O13,101157338.0
21606287,906.9,C56H42O12,C1=CC(=CC=C1[C@H]2[C@@H]([C@H]3[C@H](C4=C(C=C(C=C4O)O)[C@H]5[C@@H](OC6=C5C3=C2C(=C6)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C9=C1[C@H]([C@@H](OC1=CC(=C9)O)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O,"(1S,2R,3R,9R,10R,17S)-2-[(2R,3R)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-3,9,17-tris(4-hydroxyphenyl)-8-oxapentacyclo[8.7.2.04,18.07,19.011,16]nonadeca-4(18),5,7(19),11(16),12,14-hexaene-5,13,15-triol",3,0,C56H42O13,101157338.0
21606276,680.7,C42H32O9,C1=CC(=CC=C1[C@H]2[C@@H]3[C@@H](C4=C(C=C(C=C4O)O)[C@@H]5[C@H](OC6=C5C3=C([C@@H]2C7=CC(=CC(=C7)O)O)C(=C6)O)C8=CC=C(C=C8)O)C9=CC=C(C=C9)O)O,"(1R,2S,3S,9S,10S,17R)-3-(3,5-dihydroxyphenyl)-2,9,17-tris(4-hydroxyphenyl)-8-oxapentacyclo[8.7.2.04,18.07,19.011,16]nonadeca-4(18),5,7(19),11(16),12,14-hexaene-5,13,15-triol",7,1,C42H32O10,23900016.0
21604819,310.4,C20H22O3,CC(=CCC1=C(C=CC2=C1OC(CC2)C3=CC=C(C=C3)O)O)C,"2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-3,4-dihydro-2H-chromen-7-ol",9,67,C20H22O4,10336498.0
21603520,340.4,C20H20O5,CC(C)(C1CC2=C(O1)C=CC3=C2OC(CC3=O)C4=CC=C(C=C4)O)O,"2-(4-hydroxyphenyl)-8-(2-hydroxypropan-2-yl)-2,3,8,9-tetrahydrofuro[2,3-h]chromen-4-one",2,0,C20H20O6,71406115.0
21603519,340.4,C20H20O5,CC1(C(CC2=C(O1)C=CC3=C2OC(CC3=O)C4=CC=C(C=C4)O)O)C,"9-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-2,3,9,10-tetrahydropyrano[2,3-h]chromen-4-one",2,1,C20H20O6,71406115.0
21603518,358.4,C20H22O6,CC(C)(C(CC1=C(C=CC2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)O)O,"8-(2,3-dihydroxy-3-methylbutyl)-7-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",2,0,C20H22O7,102463805.0
21592483,284.3,C18H20O3,C[C@H]1[C@@H]([C@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C,"4-[(2S,3S,4S,5R)-5-(4-hydroxyphenyl)-3,4-dimethyloxolan-2-yl]phenol",2,0,C18H20O4,5319201.0
21592299,656.6,C29H36O17,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC=C(C=C3)O)O)O)COC(=O)C)O)OC(=O)C)OC(=O)C,"[(2R,3S,4S,5S)-5-(acetyloxymethyl)-5-[(2R,3R,4R,5R,6R)-4,5-diacetyloxy-6-(acetyloxymethyl)-3-hydroxyoxan-2-yl]oxy-3,4-dihydroxyoxolan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C29H36O18,155903781.0
21591196,406.5,C25H26O5,CC(=CCC/C(=C/CC1=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(C=C3)O)/C)C,"8-[(2E)-3,7-dimethylocta-2,6-dienyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",2,1,C25H26O6,21154694.0
21591195,406.5,C25H26O5,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O)/C)C,"6-[(2E)-3,7-dimethylocta-2,6-dienyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",2,10,C25H26O6,21154694.0
21591150,394.5,C25H30O4,CC(=CCC1=CC(=C(C(=C1O)CC=C(C)C)O)C(=O)CCC2=CC=C(C=C2)O)C,"1-[2,4-dihydroxy-3,5-bis(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)propan-1-one",3,0,C25H30O5,158507235.0
21588208,344.4,C20H24O5,COC1=C(C=CC(=C1)CCC(CC(=O)CCC2=CC=C(C=C2)O)O)O,5-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-(4-hydroxyphenyl)heptan-3-one,5,0,C20H24O6,10316467.0
21588173,474.5,C28H26O7,COC1=C2C(=O)CC(OC2=C3[C@@H]4C[C@@H](O[C@@H]4OC3=C1)CCC5=CC=C(C=C5)O)C6=CC=C(C=C6)O,"(12R,14S,16S)-4-(4-hydroxyphenyl)-14-[2-(4-hydroxyphenyl)ethyl]-8-methoxy-3,11,13-trioxatetracyclo[8.6.0.02,7.012,16]hexadeca-1,7,9-trien-6-one",2,1,C28H26O8,70213108.0
21581462,454.5,C28H22O6,C1=CC(=CC=C1/C=C/2\[C@@H]([C@H](C3=C2C=C(C=C3O)O)C4=CC(=CC(=C4)O)O)C5=CC=C(C=C5)O)O,"(1E,2S,3S)-3-(3,5-dihydroxyphenyl)-2-(4-hydroxyphenyl)-1-[(4-hydroxyphenyl)methylidene]-2,3-dihydroindene-4,6-diol",6,5,C28H22O7,155288.0
21581294,468.6,C29H40O5,CC1=CC[C@@H]2[C@@]([C@H]1CC[C@H](C)CC(=O)O)(CC[C@H](C2(C)C)OC(=O)/C=C/C3=CC=C(C=C3)O)C,"(3S)-5-[(1S,4aR,6R,8aR)-6-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]-3-methylpentanoic acid",2,5,C29H40O6,58995446.0
21580543,560.6,C29H36O11,C[C@H]1[C@@H]2C[C@H](C(=C3CC=C([C@@H]3[C@H]2OC1=O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC5=CC=C(C=C5)O)O)O)O)C)O,"[(2R,3S,4S,5R,6R)-6-[[(3S,3aS,5R,9aR,9bS)-5-hydroxy-3,6-dimethyl-2-oxo-3a,4,5,7,9a,9b-hexahydro-3H-azuleno[8,7-b]furan-9-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methyl 2-(4-hydroxyphenyl)acetate",3,0,C29H36O12,157733638.0
21580519,462.4,C23H26O10,C1=CC(=CC=C1C(=O)CC[C@@H]2[C@H](O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O2)CO)O)O)C4=CC(=C(C=C4)O)O)O,"3-[(2R,3R,4aR,6R,7S,8S,8aR)-2-(3,4-dihydroxyphenyl)-7,8-dihydroxy-6-(hydroxymethyl)-3,4a,6,7,8,8a-hexahydro-2H-pyrano[2,3-b][1,4]dioxin-3-yl]-1-(4-hydroxyphenyl)propan-1-one",2,0,C23H26O11,145041833.0
21579257,566.6,C30H30O11,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=CC(=C3)O)/C=C/C4=CC=C(C=C4)O)CO)O)O)O,"[(2S,3R,4S,5S,6R)-4,5-dihydroxy-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",2,0,C30H30O12,159757990.0
21579248,476.4,C23H24O11,CC(=O)C1=C(C=C(C(=C1O)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OC(=O)/C=C/C3=CC=C(C=C3)O)O)O,"[(2S,3R,4S,5S,6R)-2-(3-acetyl-2,4,6-trihydroxyphenyl)-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C23H24O12,6453039.0
21577887,518.5,C26H30O11,C/C(=C\CC1=C(C=C(C2=C1O[C@@H](CC2=O)C3=CC=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)/CO,"(2S)-5-hydroxy-8-[(E)-4-hydroxy-3-methylbut-2-enyl]-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",2,4,C26H30O12,160829025.0
21576180,534.5,C25H26O13,C1[C@@H]([C@@H]([C@H]([C@@H](O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)[C@H]5[C@@H]([C@H]([C@@H](CO5)O)O)O)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]-8-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]chromen-4-one",2,0,C25H26O14,174289.0
21576179,534.5,C25H26O13,C1[C@@H]([C@@H]([C@H]([C@@H](O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]chromen-4-one",2,0,C25H26O14,174289.0
21575355,224.3,C13H20O3,CC(C)C[C@@H]([C@@H](CC1=CC=C(C=C1)O)O)O,"(2R,3S)-1-(4-hydroxyphenyl)-5-methylhexane-2,3-diol",1,0,C13H20O4,113928.0
21575354,224.3,C13H20O3,CC(C)C[C@H]([C@@H](CC1=CC=C(C=C1)O)O)O,"(2R,3R)-1-(4-hydroxyphenyl)-5-methylhexane-2,3-diol",1,0,C13H20O4,113928.0
21575178,470.5,C28H22O7,C1=CC(=CC=C1/C=C/C2=CC(=C3[C@@H]([C@@H](OC3=C2)C4=C(C=C(C=C4)O)O)C5=CC(=CC(=C5)O)O)O)O,"4-[(2R,3S)-3-(3,5-dihydroxyphenyl)-4-hydroxy-6-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,3-diol",3,0,C28H22O8,155287.0
21575014,282.3,C18H18O3,COC1=C(C=C(C=C1)C(C=C)/C=C\C2=CC=C(C=C2)O)O,"5-[(1Z)-1-(4-hydroxyphenyl)penta-1,4-dien-3-yl]-2-methoxyphenol",2,0,C18H18O4,9948187.0
21574256,354.4,C21H22O5,CC1(CCC2=C(C(=C(C=C2O1)OC)C(=O)/C=C/C3=CC=C(C=C3)O)O)C,"(E)-1-(5-hydroxy-7-methoxy-2,2-dimethyl-3,4-dihydrochromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",5,24,C21H22O6,69504945.0
21573152,208.25,C12H16O3,CC(CCC1=CC=C(C=C1)O)OC(=O)C,4-(4-hydroxyphenyl)butan-2-yl acetate,1,8,C12H16O4,110856.0
21564026,256.339,C17H20O2,CC(C)C(CC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[2-(4-hydroxyphenyl)-3-methylbutyl]phenol,1,5,C17H20O3,10445935.0
21518652,280.3,C18H16O3,CCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O,(4-hydroxyphenyl)-(2-propyl-1-benzofuran-3-yl)methanone,1,2,C18H16O4,67990809.0
21480041,208.21,C11H12O4,CCOC(=O)C(=O)CC1=CC=C(C=C1)O,ethyl 3-(4-hydroxyphenyl)-2-oxopropanoate,1,19,C11H12O5,169385.0
21436855,316.3,C18H20O5,COC1=CC(=C(C(=C1)OC)C(=O)CCC2=CC=C(C=C2)O)OC,"3-(4-hydroxyphenyl)-1-(2,4,6-trimethoxyphenyl)propan-1-one",1,4,C18H20O6,122777.0
21410620,258.269,C15H14O4,COC1=CC(=CC(=C1)C(=O)C2=CC=C(C=C2)O)OC,"(3,5-dimethoxyphenyl)-(4-hydroxyphenyl)methanone",1,6,C15H14O5,56981221.0
21291576,268.26,C16H12O4,CC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,5-hydroxy-3-(4-hydroxyphenyl)-7-methylchromen-4-one,1,7,C16H12O5,101139325.0
21270158,298.29,C17H14O5,COC1=C(C2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC,"3-(4-hydroxyphenyl)-7,8-dimethoxychromen-4-one",1,3,C17H14O6,101041703.0
21159160,578.5,C27H30O14,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,"5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one",2,2,C27H30O15,170853140.0
21156543,308.28,C15H16O7,CC1(CC(=O)C(C(C1C(=O)O)C2=CC=C(C=C2)O)C(=O)O)O,"4-hydroxy-2-(4-hydroxyphenyl)-4-methyl-6-oxocyclohexane-1,3-dicarboxylic acid",1,0,C15H16O8,118431206.0
21024515,226.27,C15H14O2,CC1=CC(=CC(=C1)O)/C=C/C2=CC=C(C=C2)O,3-[(E)-2-(4-hydroxyphenyl)ethenyl]-5-methylphenol,1,41,C15H14O3,159243.0
20979930,370.4,C21H22O6,CC(=C)C(CC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)O,"1-[2,4-dihydroxy-3-(2-hydroxy-3-methylbut-3-enyl)-6-methoxyphenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",2,1,C21H22O7,139903006.0
20979927,314.3,C18H18O5,COC1=C(C=CC(=C1)C=CC(=O)OCCC2=CC=C(C=C2)O)O,2-(4-hydroxyphenyl)ethyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,13,19,C18H18O6,637304.0
20815819,388.6,C25H40O3,CCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC=C(C=C1)O,hexadecyl (E)-3-(4-hydroxyphenyl)prop-2-enoate,3,4,C25H40O4,57117447.0
20659074,220.26,C13H16O3,C1CCC(CC1)(C(=O)C2=CC=C(C=C2)O)O,(1-hydroxycyclohexyl)-(4-hydroxyphenyl)methanone,2,5,C13H16O4,53829991.0
20601635,274.27,C15H14O5,CC(C1=CC=C(C=C1)O)C(=O)C2=C(C=C(C=C2O)O)O,"2-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",7,53,C15H14O6,90356439.0
20510668,194.23,C11H14O3,CCCC(C1=CC=C(C=C1)O)C(=O)O,2-(4-hydroxyphenyl)pentanoic acid,1,342,C11H14O4,11042019.0
20504279,214.26,C14H14O2,CC1=C(C=CC(=C1)CC2=CC=C(C=C2)O)O,4-[(4-hydroxyphenyl)methyl]-2-methylphenol,2,14,C14H14O3,17767753.0
20484907,182.17,C9H10O4,CCOC(=O)OC1=CC=C(C=C1)O,ethyl (4-hydroxyphenyl) carbonate,1,17,C9H10O5,22508219.0
20426795,250.29,C17H14O2,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=C(C=C2)O,"(1E,4E)-1-(4-hydroxyphenyl)-5-phenylpenta-1,4-dien-3-one",1,11,C17H14O3,53824184.0
20376577,238.28,C16H14O2,C1=CC(=CC=C1/C=C/C=C/C2=CC=C(C=C2)O)O,"4-[(1E,3E)-4-(4-hydroxyphenyl)buta-1,3-dienyl]phenol",4,3,C16H14O3,9856398.0
20376112,268.26,C16H12O4,C1=CC=C2C(=C1)C(OC2=O)CC(=O)C3=CC=C(C=C3)O,3-[2-(4-hydroxyphenyl)-2-oxoethyl]-3H-2-benzofuran-1-one,2,1,C16H12O5,101139325.0
20278183,248.32,C15H20O3,CCCCCCOC(=O)/C=C/C1=CC=C(C=C1)O,hexyl (E)-3-(4-hydroxyphenyl)prop-2-enoate,2,3,C15H20O4,11807542.0
20262071,228.24,C14H12O3,CC1=C(C=CC(=C1)O)C(=O)C2=CC=C(C=C2)O,(4-hydroxy-2-methylphenyl)-(4-hydroxyphenyl)methanone,1,32,C14H12O4,4813.0
20156743,340.4,C21H24O4,C1=CC(=CC=C1C(=O)CCCCCCCC(=O)C2=CC=C(C=C2)O)O,"1,9-bis(4-hydroxyphenyl)nonane-1,9-dione",1,4,C21H24O5,15838235.0
20156742,326.4,C20H22O4,C1=CC(=CC=C1C(=O)CCCCCCC(=O)C2=CC=C(C=C2)O)O,"1,8-bis(4-hydroxyphenyl)octane-1,8-dione",1,5,C20H22O5,10088744.0
20097841,254.32,C17H18O2,CCC/C(=C\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,4-[(E)-2-(4-hydroxyphenyl)pent-1-enyl]phenol,1,3,C17H18O3,6443251.0
20095098,222.28,C13H18O3,CCC(C)C(=O)OCCC1=CC=C(C=C1)O,2-(4-hydroxyphenyl)ethyl 2-methylbutanoate,1,7,C13H18O4,120664.0
20081301,292.3,C19H16O3,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=CC=C3O)O,2-[(2-hydroxyphenyl)-(4-hydroxyphenyl)methyl]phenol,2,41,C19H16O4,18354065.0
