Molecular_Formula,Trimmed_SMILES
C99H78O42,CCCCCCCCCOCCCCCCOOCOOOCOCCCCCCCCCOCCCCCCOOOOCOCOCCCCCCOCCCOOCCCCCCOOCOCOCCCCCCOCCOCCOCCCCCCOOOCOCCOCCCCCCCOOOCCCCCCOOCCCCCCOOCCCOCCCCCCOOOO
C114H116O34,CCCCCCCCCCCCCCCOOOOCOCCCCCCCOCCCCCCCCOOOCOCCCCCCCOCCCCCCCCOOCOCOCCCCCCCOCCCCCCOOCCOCCOCCCCCCCOCCCCCCOOCCCOCCCCCCCCCOCCCCCCCOOOCCCCCCCCOCCCCCCCOOOO
C110H94O39,CCCCCCCCCOOCCCCCCOOCOCCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOOCCCCCCCCOCOOOCCCCCCOCCCCCCCCOCOOOCCCCCCO
C32H24O12,CCCCCCCCCOCCCCCCOOOOCOCCCCCCCCCOCCCCCCOOOO
C159H164O54,CCCCCCCCCOOCCOCOCOCCCCCCCCCOOCOCCCCCCCCCOOCCOCOCOCCCCCCCCOOCCOCCCCCCCCCOOCCOCOCOCCCCCCCCCOOCOCOCCCCCCOCOCCCOOCCCOOCOCCCCCCCCCOCCCCCCCCCOOCCCOOCOCCCCCCCCCOCOCCCCCCCCCOOCCCOOCOCCCCCCCCOCCCCCCCCCOOCCOCOCOCCCCCCCCOO
C101H102O44,CCCCCCCCCOOOCOCCCCCCCCCOOOCOCCCCCCCCCOOOOCOCCCCCCOCCCOOCOCCCCCCCCCOOOCOCCCCCCCOCCCOOOCOCCCCCCOCCCOOOCCCCCCOCOCCCOOCCCCCCOCOCCCOOCCCCCCCCCOOCOOO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C40H44O12,CCCCCCCCCOCOCCCCCCCCOCOOCOCCCCCCCCCOCOCCCCCCCCOOCO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C94H68O41,CCCCCCCCCOCCCCCCOOOOOCOCCCCCCOCCCOOCCCCCCOOOCOCCCCCCCCCOCCCCCCOOOOOCOCCOCCCCCCCOOOCCCCCCOOCCCCCCCCCOCCCCCCOOOOOOCCCCCCCCCOCCOCCCCOOOO
C109H92O39,CCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOOCCCCCCCCOCOOOCCCCCCOCCCCCCCCOCOOOCCCCCCOCCCCCCCCOCOOOCCCCCCO
C136H140O47,CCCCCCCCCOOCCOCOCOCCCCCCCCCOOCOCCCCCCCCCOOCCOCOCOCCCCCCCCOOCCOCCCCCCCCCOOCCOCOCOCCCCCCCCCOOCOCOCCCCCCOCOCCCOOCCCOOCOCCCCCCCCCOCCCCCCCCCOOCCCOOCOCCCCCCCCOCCCCCCCCCOOCCOCOCOCCCCCCCCOO
C103H86O42,CCCCCCCCCOCCOCCCCOOCOOCOCCCCCCCCCOCCOCCCCOCCOOOCCOCCCCCCCCCOCCOCCCCOCCOCOOCOCCCCCCCCCOCCOCCCCOOOOCOCCCCCCCOCCOCCCCCCOOOOCCCCCCCCCOCCOCCCCOCOOOO
C20H22O5,CCCCCCCCCCCOCCCCCCCCOOO
C21H24O6,CCCCCCCCCCCOCCCCCCCCOCOOO
C63H54O24,CCCCCCCCCOCCCCCCOOOOCOCCCCCOCCOCCCCCCCCOOOCOCCCCCCCCCOCCCCCCOOOOCCOCCCCCCCOOOCCCCCCOO
C130H132O30,CCCCCCCOCCCCCCOCCCOCCCCCCCOCCCCCCOOCCCOCCCCCCCOCCCCCCOCOCCCOCCCCCCCOCCCCCCOOCCCCOCCCCCCCCCCCOCCCCOOCOCCCCCCCOCCCCCCOCCOCCOCCCCCCCCCCCOCCCCOOCCCCCCCCOOCCCCCCCO
C103H86O42,CCCCCCCCCOCCOCCCCOCOCOOCOCCCCCCCCCOCCOCCCCOCOCOOCCOCCCCCCCCCOCCOCCCCOCOOOCCOCCCCCCCCCOCCOCCCCOCOOOCCCCCCCCCOCCOCCCCOCOOOOCCCCCCCCCOCCOCCCCOOOOO
C94H80O30,CCCCCCCCCOOCCCCCCOOCOCCCCCCCCCOOCCCCCCOOCOCCCCCCCCCOOCCCCCCOOCOCCCCCCCCCOOCCCCCCOOCCCCCCCCOOCOCCCCCCOOCCCCCCCCOOCOCCCCCCOO
C18H20O5,CCCCCCCCCOCCOCCCCCCOO
C60H50O21,CCCCCCCCCOCCCCCCCCOCOCOOOCOCCCCCCCCCOCCCCCCCCOOCCOOOCCCCCCCCCOCCCCCCCCCOOCOOCOO
C32H28O12,CCCCCCCCCOOCCCCCCOOOCOCCCCCCCCCOOCCCCCCOOO
C103H126O39,CCCCCCCCCOOCOCCCCCCCCCOOCOCOCCCCCCCCCOOOCOCCCCCCCCCOOOCOCCCCCCCCCOOOCCOCCCCCCCOCCCOOCOCCCCCCOCCCOOCOCCCCCCCCCOOOCCCCCCOCOCCCOOCCCCCCOCOCCCOO
C37H38O18,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOCCCCCOCOOOOOOOO
C18H20O5,CCCCCCCCCCCCCCCOCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C16H24O7,CCCCCCCCCCCCCCCOOOOOO
C16H24O7,CCCCCCCCCCCCCCCOOOOOO
C20H20O8,CCCCCCCCCOOCCCCCCCCOOCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C21H24O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C9H10O6,CCCCCCCCOOOOO
C17H16O6,CCCCCCCCCOCCCCCCOOOCO
C17H14O6,CCCCCCCCCOCCCCCCOOOCO
C12H16O5,CCCCCCCCCCCOOOO
C22H30O14,CCCCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C17H16O6,CCCCCCCCCOCCCCCCCOOOO
C20H18O8,CCCCCCCCCOOOCOCCCCCCCCOOCO
C16H16O4,CCCCCCCCCCCCCCCOOO
C16H16O3,CCCCCCCCCCCCCCCOO
C13H12O4,CCCCCCCCCOOCCCO
C10H10O5,CCCCCCCCCOOOO
C16H18O3,CCCCCCCCCCCCCCCOO
C17H14O4,CCCCCCCCCOCCCCCCCOO
C16H16O3,CCCCCCCCCOCCCCCCO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C23H24O12,CCCCCCCCOCCCCCCCOOOCOCCCCCOCOOOOO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H32O11,CCCCCCCCCCOCOCCCCCCCOCCCCCOCOOOOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C14H16O8,CCCCCCCCCOCCCOOCOOOO
C22H20O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C22H20O12,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO
C10H14O6,CCCCCCCCCOOOOO
C16H20O5,CCCCCCCCCOCCCCCCOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO
C22H22O11,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO
C26H30O14,CCCCCCCCCOOCCCCCCCOCCCOOOCCCCCOCOOOOOO
C20H22O6,CCCCCCCCCOCCOCCCCCCCCOOO
C17H16O6,CCCCCCCCCOOCCCCCCOOCO
C10H10O4,CCCCCCCCCOOO
C16H22O5,CCCCCCCCCCCCCCOCOOO
C13H16O5,CCCCCCCCCCCOCOOO
C12H14O5,CCCCCCCCCCOCOOO
C16H20O6,CCCCCCCCCOOCCCCCCOOO
C17H16O5,CCCCCCCCCCCOCCCCOOCO
C17H22O9,CCCCCCCCCOOCCCCCCOOCOOOO
C21H22O6,CCCCCCCCCCCOCCCCCCCCOCOOO
C16H24O7,CCCCCCCCCCCCCCCOOOOOO
C13H14O4,CCCCCCCCCCCOOCO
C16H16O5,CCCCCCCCCCCCCCCOOOO
C17H16O5,CCCCCCCCCCCCCCCOOOCO
C20H22O3,CCCCCCCCCOCCCCCCCCCCO
C16H14O4,CCCCCCCCCCCCCCCOOO
C12H14O4,CCCCCCCCCCCOOO
C14H12O5,CCCCCCCCCCCCCOOOO
C17H16O5,CCCCCCCOCCCCCCCCCOOO
C12H12O6,CCCCCCCCCCOOCOOO
C20H20O8,CCCCCCCCCOOCCCCCCCCOOCCOOO
C16H14O4,CCCCCCCCCCCCCCCOOO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C16H16O5,CCCCCCCCCCCCCCCOOOO
C21H22O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C20H18O5,CCCCCCCCCCCOCCCCCCCCOOO
C16H16O6,CCCCCCCCCCCCCCOCOOOO
C21H24O6,CCCCCCCCCOCCCCCCCCCCOCOOO
C17H20O8,CCCCCCCCCOOCCCCCCOCOOOO
C21H20O6,CCCCCCCCCOCCCCCCCCCCOCOOO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCOOCO
C9H12O4,CCCCCCCCOOO
C16H14O8,CCCCCCCCCOCCCCCCOOOOOO
C14H18O4,CCCCCCCCCCCCOOCO
C16H16O6,CCCCCCCCCCCCCCOCOOOO
C18H18O4,CCCCCCCCCOCCCCCCCCOO
C13H14O4,CCCCCCCCCCOCCOO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C17H14O7,CCCCCCCCCOCCCCCCOOOOCO
C18H16O6,CCCCCCCCCCCOCCCCCCOOOO
C25H32O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C23H24O13,CCCCCCCCCOCCOCCCCOOCOOCCCCCOCOOOOO
C12H14O4,CCCCCCCCCCOCOO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C17H20O6,CCCCCCCCCOOCCCCCCCOOO
C11H14O4,CCCCCCCCCOCOO
C21H24O6,CCCCCCCCCOCCCCCCCCCOOCCOO
C16H20O5,CCCCCCCCCOCCCCCCOOO
C18H18O4,CCCCCCCCCOCCOCCCCCCO
C17H14O5,CCCCCCCCCOCCCOCCCCOO
C18H16O6,CCCCCCCCCCOCCCCCCCOOOO
C18H20O4,CCCCCCCCCOCCOCCCCCCO
C12H16O5,CCCCCCCCCOCCOOO
C16H12O6,CCCCCCCOCOCCCCCCOCOO
C11H14O5,COCCCCCCCCCOOO
C15H14O4,CCCCCCCOCOCCCCCCO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C11H14O5,CCCCCCCCCOOOCO
C10H14O5,CCCCCCCCOOOCO
C11H12O4,CCCCCCCCCOCOO
C17H16O4,CCCCCCCCCCCCCCCCOOO
C14H14O4,CCCCCCCCCCCCOCOO
C28H32O17,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO
C12H12O4,CCCCCCCCCCOCOO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOOCO
C17H14O4,CCCCCCCCCCCCOCCCCOO
C17H14O4,CCCCCCCCCCCCOCCCCOO
C17H14O4,CCCCCCCCCCCCOCCCCOO
C14H18O8,CCCCCCCOCCCCCOCOOOOO
C16H18O4,CCCCCCCCCOCCCCCCOO
C21H20O6,CCCCCCCCCOCCCCCCCCCOOCCOO
C9H12O5,CCCCCCCCOOOO
C13H16O4,CCCCCCCCCCCCOOO
C11H10O6,CCCCCCCCCOOCOOO
C16H20O4,CCCCCCCCCOOCCCCCCO
C12H12O4,CCCCCCCCCCOCOO
C11H14O5,CCCCCCCCCOOCOO
C16H14O6,CCCCCCCCCCCCCCOOCOOO
C21H24O4,CCCCCCCCCCCCCCCCCCCOOCO
C26H22O6,CCCCCCCCCOCCCCCCCOCCCCCCCCOOCO
C25H20O5,CCCCCCCCCOCCCCCCCOCCCCCCCCOO
C17H14O6,CCCCCCCCCOOCCCCCCCOOO
C20H18O4,CCCCCCCCCOCCOCCCCCCCCO
C11H10O6,CCCCCCCCCOOCOOO
C11H16O4,CCCCCCCCCCOOO
C23H18O5,CCCCCCCCCOCCOCCCCOCCCCCCCO
C10H12O5,CCCCCCCCCOOOO
C21H22O6,CCCCCCCCCCCOCCCCCCCCOCOOO
C14H16O4,CCCCCCCCCOCCOCCO
C29H28O8,CCCCCCCCOCCCCCCCCCOCCOCCCCCCCCOOCOO
C12H14O5,CCCCCCCCCCCOOOO
C20H16O4,CCCCCCCCCCCCCCCCCCCOOO
C21H22O4,CCCCCCCCCCCCCCCCCCCOOCO
C20H24O4,CCCCCCCCCCCCCCCCCCOOCO
C17H20O5,CCCCCCCCCCCCCCCOOCOO
C20H22O4,CCCCCCCCCCCCCCCCCCOOCO
C20H22O4,CCCCCCCCCCCCCCCCCCOOCO
C15H12O4,CCCCCCCCCCCCCCOOO
C17H16O4,CCCCCCCCCCCCCCCCOOO
C16H14O3,CCCCCCCCCCCCCCCOO
C14H14O4,CCCCCCCCCCCCOOCO
C19H18O4,CCCCCCCCCOOCCCCCCCCCO
C17H18O6,CCCCCCCCCOCCCCCCOOCOO
C17H26O4,CCCCCCCCCOCCCCCCCOO
C16H20O9,CCCCCCCCCOOCCCCCOCOOOOO
C14H12O4,CCCCCCOCOCCCCCCO
C10H10O5,CCCCCCCCCOOOO
C14H12O6,CCCCCCCOCCCCCCOOOO
C16H16O5,CCCCCCCCCOCCCCCCOOO
C21H24O8,CCCCCCCCCCCCCCOCCCCCOCOOOOO
C14H14O5,CCCCCCCCCCCCCOOOO
C16H24O6,CCCCCCCCCCCCCCCOOOOO
C23H18O5,CCCCCCCCCOCCOCCCCOCCCCCCCO
C20H16O4,CCCCCCCCCOOCCCCCCCCCCO
C31H28O13,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C23H24O12,CCCCCCCCOCCCCCCCOOOCOCCCCCOCOOOOO
C15H14O4,CCCCCCCCCCCCCCOOO
C20H30O4,CCCCCCCCCCCOCCCCCCCCOO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C20H14O4,CCCCCCCCCOCCOCCCCCCCCO
C20H14O4,CCCCCCCCCOCCOCCCCCCCCO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOCOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C23H24O12,CCCCCCCCOCCCCCCCOOOCOCCCCCOCOOOOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H18O4,CCCCCCCCCCCCCCCCCCOCOO
C16H16O4,CCCCCCCCCOCCCCCCOO
C17H16O5,CCCCCCCOCCCCCCCCOCOO
C18H16O4,CCCCCCCCCCCCCCCCOCOO
C20H18O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C17H22O9,CCCCCCCCCOOCCCCCCOCOOOOO
C20H22O8,CCCCCCCCCOCCCCCCOCOCOCOCOO
C22H22O11,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO
C17H16O8,CCCCCCCCCOCCOCCCCOOCOOO
C15H14O6,CCCCCCCCOCCCCCCOOOO
C17H12O4,CCCCCCCCCOCCCCCCCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C14H18O6,CCCCCCCCCCOOCCOOCO
C10H10O4,CCCCCCCOCCOO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C15H14O5,CCCCCCCCOCCCCCCOOO
C15H18O4,CCCCCCCCCCCCCCOOO
C17H16O3,CCCCCCCCCCCCCCCCOO
C20H26O4,CCCCCCCCCCCOCCCCCCCCOO
C18H20O5,CCCCCCCOCCCCCCCCCOOCO
C18H14O4,CCCCCCCCCCCCCCCCCOOO
C16H12O4,CCCCCCCCCCCCCCCOOO
C16H12O5,CCCCCCCCCCCCCCOCOOO
C17H20O5,CCCCCCCCCCCCCCOOCOCO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOCOO
C18H22O9,CCCCCCCCCOOCCCCCCOOCOOCOO
C18H20O5,CCCCCCCCCCCCCCCOCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C16H26O4,CCCCCCCCCCCCCCCOOO
C18H20O5,CCCCCCCCCCCCCCCOCCOOO
C31H40O16,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOO
C21H20O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C19H14O6,CCCCCCCCCOCCOCCCCOCCCOO
C18H16O6,CCCCCCCCCCCOOCCCCCCOOO
C31H28O9,CCCCCCCCCOOCCCCCCCCCOCCOCCCCCCCCOOCOCO
C16H24O9,CCCCCCCCCOCCCCCOCOOOOOO
C11H12O4,CCCCCCCCCCOOO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C21H20O10,CCCCCCCCCOOCCOOCCCCCCCCOCOOOO
C16H14O6,CCCCCCCCCOOCCCCCCOOO
C18H16O7,CCCCCCCCCCCCCCOCOOCOOCO
C16H18O5,CCCCCCCCCCCCCCOOCOO
C19H20O6,CCCCCCCCOCCCCCCCCCOCOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C17H20O9,CCCCCCCCCOOCCCCCCOCOOOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C16H14O6,CCCCCCCCOCCCCCCCOOOO
C16H16O4,CCCCCCCOCCCCCCCCOO
C21H24O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C20H22O5,CCCCCCCCCOCCOCCCCCCCCOO
C22H26O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO
C16H14O7,CCCCCCCCCOCCOCCCCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C16H20O10,CCCCCCCCCOOCCCCCOCOOOOOO
C22H26O12,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOOO
C12H16O5,CCCCCCCCCCCOOOO
C10H10O5,CCCCCCCCOCOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C11H14O5,CCCCCCCCCOOCOO
C19H18O8,CCCCCCCCCOOOCOCCCCCCCCOOO
C16H16O4,CCCCCCCCCCCCCCOOCO
C18H16O4,CCCCCCCCCOCCCCCCCCOO
C19H18O5,CCCCCCCCCOCCCCCCCCOOCO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C23H22O14,CCCCCCCCCOCCCCCCOOCOOOCCCCCOCOOOOOO
C25H24O14,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCOOOOOOO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOCOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOOCOOOO
C16H16O5,CCCCCCCCCOCCCCCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C11H12O4,CCCCCCCCCCOOO
C18H16O8,CCCCCCCCCOCCOCCCCOCOOOCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C13H14O5,CCCCCCCCCCCCOOOO
C13H16O5,CCCCCCCCCCCCOOOO
C12H16O5,CCCCCCCCCCOCOOO
C31H26O8,CCCCCCCCCOCCCCCCOOOOCCOCCCCCCCOCCCCCC
C12H14O5,CCCCCCCCCCOCOOO
C13H16O5,CCCCCCCCCCCOCOOO
C16H22O5,CCCCCCCCCCCCCCOCOOO
C25H18O7,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCO
C18H22O5,CCCCCCCCCCCCCCCOOCOCO
C18H22O5,CCCCCCCCCCCCCCCOOCOCO
C16H22O4,CCCCCCCCCOCCCCCCOO
C20H22O5,CCCCCCCCCOCCCCCCCCCCOOO
C17H14O7,CCCCCCCCOCCCCCCCOOOCOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C20H24O4,CCCCCCCCCCCOCCCCCCCCOO
C20H20O5,CCCCCCCCCCCOCCCCCCCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C12H14O5,CCCCCCCCCOCCOOO
C15H14O4,CCCCCCCOCOCCCCCCO
C10H12O5,CCCCCCCCCOOOO
C17H28O4,CCCCCCCCCCCCCCCCOOO
C13H18O5,CCCCCCCCCCCCOOOO
C16H24O4,CCCCCCCCCOCCCCCCOO
C17H16O5,CCCCCCCCCCCCCCOOCCOO
C10H10O4,CCCCCCCCCOOO
C12H12O5,CCCCCCCCCOCOCOO
C12H10O5,CCCCCCCCCOCOCOO
C13H18O5,CCCCCCCCCCCCOOOO
C14H12O4,CCCCCCCCCCCCCOOO
C14H20O8,CCCCCCCOCCCCCCOOOOOO
C14H14O9,CCCCCCCCCOCCCOOOCOOOO
C9H12O6,CCCCCCCCOOOOO
C10H8O4,CCCCCCCCCOOO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C20H20O4,CCCCCCCCCOCCCCCCCCCCOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C11H12O4,CCCCCCCCCCOOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C10H10O4,CCCCCCCCCOOO
C16H20O9,CCCCCCCCCOCCCCCOCOOOOOO
C17H18O4,CCCCCCCCCCCCCCCOOCO
C11H12O5,CCCCCCCCCOOOCO
C16H20O9,CCCCCCCCCOCCCOOCCCOOOOO
C14H14O8,CCCCCCCCCOCCCOOCOOOO
C18H22O6,CCCCCCCCOCCCCCCCOOCOCO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C15H12O4,CCCCCCCOCOCCCCCCO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C21H20O10,CCCCCCCCCOOCCOOCCCCCCCCOCOOOO
C22H22O10,CCCCCCCCOCCCOCCCCOCCCCCOCOOOOO
C22H22O10,CCCCCCCCOCCCOCCCCOCCCCCOCOOOOO
C22H22O11,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO
C22H22O11,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO
C21H20O10,CCCCCCCCCOOCCOOCCCCCCCCOCOOOO
C21H20O10,CCCCCCCCCOOCCOOCCCCCCCCOCOOOO
C18H20O5,CCCCCCCCCCCCCCCOCCOOO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C25H30O11,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C10H12O4,CCCCCCCCCOOO
C20H24O6,CCCCCCCCCCCCCCCCOCOCOCOO
C20H24O6,CCCCCCCCCCCCCCCCOCOCOCOO
C16H24O5,CCCCCCCCCCCCCCCOOOO
C16H24O6,CCCCCCCCCCCCCCCOOOOO
C16H22O5,CCCCCCCCCOCCCCCCOOO
C16H16O6,CCCCCCCCCCCCCCCOOOOO
C16H18O6,CCCCCCCCOCCCCCCCOOOO
C16H16O9,CCCCCCCCCOOCCCCCCOOOOOO
C25H30O11,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOO
C22H18O3,CCCCCCCCCOCCCCCCCCCCCCO
C16H16O3,CCCCCCCCCCCCCCCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C18H14O6,CCCCCCCCCCCOOCCCCCCOOO
C20H20O7,CCCCCCCCCOCCCOOCCCCCCOCOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C25H30O11,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOO
C20H18O6,CCCCCCCCCCCCCCCCOCOCOCOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C20H22O7,CCCCCCCCCCOCOCCCCCCCOCOOO
C20H22O7,CCCCCCCCCCOCOCCCCCCCOCOOO
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C13H12O4,CCCCCCCCCOCCCOO
C25H18O7,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCO
C25H18O7,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCO
C27H20O8,CCCCCCCCCOOCCCCCCCOCCCCCCCCOCCOOO
C27H20O8,CCCCCCCCCOOCCCCCCCOCCCCCCCCOCCOOO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C20H18O7,CCCCCCCCCOOCCCCOCCCCCCOOO
C20H18O7,CCCCCCCCCOOCCCCOCCCCCCOOO
C23H16O7,CCCCCCCCCOOCCCCCCCOCCCCCCOOO
C23H16O7,CCCCCCCCCOOCCCCCCCOCCCCCCOOO
C26H20O8,CCCCCCCCCOCCOCCCCOCOCCCCCCCCOOCO
C26H20O8,CCCCCCCCCOCCOCCCCOCOCCCCCCCCOOCO
C25H18O6,CCCCCCCCCOOCCCCCCCOCCOCCCCCCO
C25H18O6,CCCCCCCCCOOCCCCCCCOCCOCCCCCCO
C23H18O6,CCCCCCCCCOOCCCCCCCOCCCCCCOO
C23H18O6,CCCCCCCCCOOCCCCCCCOCCCCCCOO
C25H18O6,CCCCCCCCCOOCCCCCCCOCCCCCCCCOO
C25H18O6,CCCCCCCCCOOCCCCCCCOCCCCCCCCOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C16H16O6,CCCCCCCCCCCCCCCOOOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C31H40O16,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOO
C18H16O6,CCCCCCCCOCCCCCCCOCOCOO
C17H16O5,CCCCCCCCCOCCCCCCOCOO
C16H12O6,CCCCCCCCCOCCOCCCCOOO
C21H18O6,CCCCCCCCCOCCOCCCCCCCCOCOO
