Molecular_Formula,Trimmed_SMILES
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C21H18O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C26H22O5,CCCCCCCCCOCCOCCCCCCCCOCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C26H22O5,CCCCCCCCCOCCOCCCCCCCCOCCCCCCO
C26H22O5,CCCCCCCCCOCCOCCCCCCCCOCCCCCCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C11H14O5,CCCCCCCCCOCOOO
C16H14O3,CCCCCCCCCOCCCCCCO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C13H12O4,CCCCCCCCCCCCOOO
C21H24O6,CCCCCCCCCOCCOCCCCCCCCCOOO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C26H24O11,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C17H20O4,CCCCCCCCCCCCCCOOCCO
C40H40O16,CCCCCCCCCOOOCOCCCCCCCCCOOOCCOCCCCCCCCCOOOCCCCCCCCCOOOO
C40H40O16,CCCCCCCCCOOOCOCCCCCCCCCOOOCCOCCCCCCCCCOOOCCCCCCCCCOOOO
C40H40O16,CCCCCCCCCOOOCOCCCCCCCCCOOOCCOCCCCCCCCCOOOCCCCCCCCCOOOO
C21H24O6,CCCCCCCCCCCCCCCCCCCOOCOOO
C18H20O10,CCCCCCCCOOOOCOCCCCCCCCOOOO
C11H12O6,CCCCCCCCCOOOCOO
C14H20O8,CCCCCCCCOCCCCCOOOOOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C10H14O4,CCCCCCCCCOOO
C16H14O4,CCCCCCCCCOOCCCCCCO
C16H14O4,CCCCCCCCCCCCCCCOOO
C15H14O5,CCCCCCCOCCCCCCCOOO
C17H18O6,CCCCCCCCCOCCCCCCOOCOO
C17H16O6,CCCCCCCOCCCCCCCCOOCOO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C14H16O4,CCCCCCCCCCCCCOOO
C15H16O4,CCCCCCCCCCCCOOCCO
C16H18O4,CCCCCCCCCCCCCOOCCO
C15H14O5,CCCCCCCOCOCCCCCCOO
C13H14O3,CCCCCCCCCCCCOO
C14H14O3,CCCCCCCCCCCCCOO
C19H18O5,CCCCCCCCCOCCCCCCCCOOCO
C23H24O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCO
C11H12O3,CCCCCCCCOCCO
C13H14O6,CCCCCCCCCOOCCOOCO
C12H12O3,CCCCCCCCCOCCO
C12H12O3,CCCCCCCCCOCCO
C13H14O3,CCCCCCCCCCCCOO
C16H14O4,CCCCCCCCCCCCCCOOCO
C16H14O4,CCCCCCCCCOCCCCCCOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C11H12O6,CCCCCCCCCOOCOOO
C27H28O6,CCCCCCCCCOOCCCCCCCCCOOCCCCCCCCO
C19H18O5,CCCCCCCCCOCOCCCCCCCCOO
C21H24O4,CCCCCCCCCCCCCCCCCCCOOCO
C14H14O4,CCCCCCCCCOCCOCCO
C20H18O7,CCCCCCCCCOOCOCCCCCCCCCOOO
C17H14O6,CCCCCCCCCOOCCCCCCOCOO
C15H14O4,CCCCCCCCCCCCCCOOO
C26H22O6,CCCCCCCCCOCCCCCCCOCCCCCCCCOOCO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C18H22O9,CCCCCCCCCOOCCCCCCOOCOOCOO
C28H28O18,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOCCCCCOCOOOOOO
C11H16O4,CCCCCCCCCCOOO
C20H18O6,CCCCCCCCCOCOCCCCCCCCOOCO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO
C26H32O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C19H18O5,CCCCCCCCCOCCCCCCCCOCOO
C21H22O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C16H18O5,CCCCCCCCCCCCCCCOOOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C26H22O6,CCCCCCCCCOCCCCCCCOCCCCCCCCOOCO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C11H12O4,CCCCCCCCCCOOO
C17H14O5,CCCCCCCCCCCCCCCOOOCO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C16H18O5,CCCCCCCCCOCCCCCCOOO
C21H18O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C14H18O3,CCCCCCCOCCCCCCO
C25H18O11,CCCCCCCCCOCCCCCCOOOOCCOCCCCCCCOOOO
C9H10O5,CCCCCCCOCOOO
C21H20O6,CCCCCCCCCOCCCCCCCCCCOCOOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C21H24O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C16H18O3,CCCCCCCOCCCCCCCCO
C20H20O7,CCCCCCCCCOCCCOOCCCCCCOCOO
C18H16O7,CCCCCCCCCOCCOCCCCOCOCOO
C17H14O7,CCCCCCCCCOCCOCCCCOOCOO
C17H14O7,CCCCCCCCCOCCOCCCCOCOOO
C16H16O4,CCCCCCCCCCCCCCOOCO
C18H18O4,CCCCCCCCCOCCOCCCCCCO
C17H18O6,CCCCCCCOCCCCCCCCOOCOO
C17H18O6,CCCCCCCCOCCCCCCCOOCOO
C21H24O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C23H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C16H14O4,CCCCCCCCCOCCCCCCOO
C16H18O7,CCCCCCCCCCCOCCCCOOOOO
C12H18O4,CCCCCCCCCCCOOO
C40H46O12,CCCCCCCCCOOCCCCCCCCCOOCCCCCCCCCOOCCOCOCCCCCCCCOOCO
C16H18O5,CCCCCCCCCCCCCCCOOOO
C16H12O5,CCCCCCCCCCCCCCOOCOO
C16H12O6,CCCCCCCCCCCCCCOCOOOO
C18H20O6,CCCCCCCCCCCOOCCCCCCOOO
C22H22O12,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO
C22H22O12,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOO
C11H14O4,CCCCCCCCCCOOO
C20H22O4,CCCCCCCCCCCCCCCCCCOOCO
C18H16O4,CCCCCCCCCOCCOCCCCCCO
C11H12O3,CCCCCCCCCCOO
C10H12O4,CCCCCCCCCOOO
C18H16O6,CCCCCCCCCOCCCCCCOCCOOO
C10H12O5,CCCCCCCOCCOOO
C10H10O4,CCCCCCCCCOOO
C17H14O6,CCCCCCCCCOOCCCCCCCOOO
C17H20O4,CCCCCCCCCCCCCCCCOOO
C20H14O5,CCCCCCCCCOCCOCCCCCCCCOO
C11H12O4,CCCCCCCCCOCOO
C19H16O8,CCCCCCCCCCOCOCOOCCCCCCOOO
C17H16O7,CCCCCCCCCOCCOCCCCOOCOO
C20H24O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H24O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H24O6,CCCCCCCCCOCCCOCCCCCCOOCO
C17H20O6,CCCCCCCCCOCCCCCCOOCOO
C18H16O4,CCCCCCCCCOCCCCCCCCOO
C28H30O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C16H14O5,CCCCCCCCCOCCOCCCCOO
C16H14O7,CCCCCCCCCOCCCCCCOOOOO
C17H14O3,CCCCCCCCCCCCCCCCOO
C26H20O9,CCCCCCCCCOCOCCOCCCCCCCOOOCCCCCCOO
C18H22O5,CCCCCCCCCCCCCCCOOCOCO
C18H22O5,CCCCCCCCCCCCCCCOOCOCO
C19H14O6,CCCCCCCCCOCCCCCCCCOCOOO
C26H18O8,CCCCCCCCCCCCCCCOCOOCCCCCCCCOCOOO
C16H14O4,CCCCCCCCCOCCCCCCOO
C14H16O3,CCCCCCCCCCCCCOO
C19H18O8,CCCCCCCCCOOCCCCCCCCOOCOOO
C20H24O5,CCCCCCCCCOCCCCCCCCCCOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOOOOOO
C17H18O6,CCCCCCCCOCCCCCCCOOCOO
C15H14O5,CCCCCCCCCOCCOCCCOO
C12H14O4,CCCCCCCCCCCOOO
C17H16O4,CCCCCCCCCCCCCCCCOOO
C12H12O4,CCCCCCCCCOCCOO
C19H20O5,CCCCCCCCCOCCCCCCCCOOCO
C13H14O4,CCCCCCCCCOOCCCO
C17H16O6,CCCCCCCCCOCCCCCCOCOOO
C19H16O7,CCCCCCCCCOOCCCCCCCCCOOOO
C16H18O10,CCCCCCCCCOOCCCCCOCOOOOOO
C16H14O4,CCCCCCCCCOOCCCCCCO
C12H12O4,CCCCCCCCCCCOOO
C16H14O7,CCCCCCCCCOOCCCCOCCOOO
C16H14O4,CCCCCCCCCCCCCCCOOO
C19H24O5,CCCCCCCCCOCCCCCCCCOCOO
C16H20O9,CCCCCCCCCOOCCCCCOCOOOOO
C15H14O5,CCCCCCCCCCCCCCOOOO
C16H14O6,CCCCCCCOCCCCCCCCOOOO
C17H16O4,CCCCCCCCCOOCCCCCCCO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C10H10O4,CCCCCCCCCOOO
C16H16O4,CCCCCCCCCOCCCCCCOO
C21H26O6,CCCCCCCCCCCCCCCCCCCOOCOOO
C20H18O8,CCCCCCCCCOOCCCCCCCCOOCCOOO
C16H14O4,CCCCCCCCCCCCCCCOOO
C15H14O4,CCCCCCCCCCCCCCOOO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C17H18O5,CCCCCCCCCOCCCCCCOOCO
C16H16O4,CCCCCCCCOCCCCCCCOO
C14H12O4,CCCCCCCOCCCCCCOO
C13H14O5,CCCCCCCCCOCOCCOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C15H12O6,CCCCCCCCCCCCCOOCOOO
C15H14O4,CCCCCCCCCCCCCOOCO
C15H14O4,CCCCCCCCCCCCCOOCO
C14H12O4,CCCCCCCCCCCCCOOO
C14H12O3,CCCCCCCCCCCCCOO
C14H12O3,CCCCCCCCCCCCCOO
C14H12O3,CCCCCCCCCCCCCOO
C14H12O4,CCCCCCCCCCCCCOOO
C17H14O6,CCCCCCCCOCCCCCCCOOCOO
C20H24O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H14O4,CCCCCCCCCOCCOCCCCCCCCO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C10H14O5,CCCCCCCCCOOOO
C23H24O7,CCCCCCCCCOOCCCOCOCOCCCCCCCCO
C22H22O7,CCCCCCCCCOOCCCOCOCCCCCCCCOO
C18H20O6,CCCCCCCCCCCOOCCCCCCOOO
C11H14O4,CCCCCCCCCCOOO
C11H14O4,CCCCCCCCCCOOO
C21H26O6,CCCCCCCCCCCCCCCCCCCOOCOOO
C20H18O8,CCCCCCCCOCCCCCCOOCCCCOOCOO
C23H20O12,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOO
C16H20O9,CCCCCCCCCOOCCCCCOCOOOOO
C16H14O6,CCCCCCCCCCCCCCOOCOOO
C13H16O6,CCCCCCCCCOOCCOOCO
C10H14O6,CCCCCCCCCOOOOO
C16H18O4,CCCCCCCCCCCCCCCOOO
C16H18O4,CCCCCCCCCCCCCCCOOO
C16H16O5,CCCCCCCCCCCCCCCOOOO
C12H12O4,CCCCCCCCCCOCOO
C17H14O6,CCCCCCCCCOOCCCCCCOCOO
C25H26O4,CCCCCCCCCOCCCCCCCOCCCCCCCCO
C15H14O4,CCCCCCCCOCCCCCCOO
C26H22O9,CCCCCCCCOCCCOCCCCOCCOCCCCCCCOOCOO
C14H20O8,CCCCCCCOCCCCCCOOOOOO
C14H20O8,CCCCCCCOCCCCCCOOOOOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C16H22O7,CCCCCCCCCOCCCCCCOOOOO
C16H24O7,CCCCCCCCCCCCCCCOOOOOO
C20H14O6,CCCCCCCCCCCCCOCOCCCCOCOO
C17H16O6,CCCCCCCOCCCCCCCCOOCOO
C36H48O20,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOCCCCCOOOOO
C37H50O21,CCCCCCCCOCCCCCOCOCOCCCCCCCCOOCOOCCCCCOCOOOOOCCCCCOCOOOOO
C37H50O21,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOCCCCCOCOOOOO
C17H16O4,CCCCCCCCCCCCCCCOOCO
C13H12O5,CCCCCCCCCCCOCOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C23H30O11,CCCCCCCCOCCCCCCCOOCOCCCCCOCOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C11H16O5,CCCCCCCCCOCOOO
C25H18O11,CCCCCCCCCOCCCCCCOOOOCCOCCCCCCCOOOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C17H18O5,CCCCCCCCCOCCCCCCOOCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C20H24O4,CCCCCCCCCOCCCCCCCCCCOO
C20H24O4,CCCCCCCCCCCOCCCCCCCCOO
C18H16O6,CCCCCCCCCOOCCCCCCOCOCO
C22H22O6,CCCCCCCCCOCCOCCCCCCCCOCCOO
C19H14O5,CCCCCCCCCOCCCCCCCCOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C18H16O6,CCCCCCCCCOCCCOCCCCOCOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C16H24O10,CCCCCCCCCOOCCCCCOCOOOOOO
C20H24O5,CCCCCCCCCOCCCCCCCCCCOOO
C22H22O10,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO
C19H20O8,CCCCCCCCCOCCCCCCOOCOCOCOO
C18H18O8,CCCCCCCCCOCCCCCCOOCOOCOO
C20H22O6,CCCCCCCCCOCCCCCCCCCOCOOO
C16H16O4,CCCCCCCOCCCCCCCCOO
C16H16O3,CCCCCCCCCOCCCCCCO
C21H20O4,CCCCCCCCCCCCCCCCCCCOCOO
C20H18O4,CCCCCCCCCCCOCCCCCCCCOO
C22H20O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C21H22O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C17H16O5,CCCCCCCCCCCCCCOOCCOO
C16H14O4,CCCCCCCOCCCCCCCCOO
C22H24O12,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOOO
C22H24O12,CCCCCCCCCCCOCCCCOCCCCCOCOOOOOOOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C28H36O6,CCCCCCCCCOCCOCCCCCCCCCCCCCCCCOOO
C17H14O5,CCCCCCCOCCCCCCCCOCOO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C31H28O14,CCCCCCCCCOCCCCCCOOOOCCCCCOCOCOCCCCCCCCOOOOO
C17H18O5,CCCCCCCCCCCCCCCOOOCO
C17H18O5,CCCCCCCCCCCCCCCOOCOO
C16H12O4,CCCCCCCCCCCCCCOCOO
C24H26O14,CCCCCCCCCOCCCCCCOOCOOCOOCCCCCOCOOOOO
C23H24O13,CCCCCCCCCOCCOCCCCOOOCOCCCCCOCOOOOO
C23H24O13,CCCCCCCCCOCCOCCCCOOOCOCCCCCOCOOOOO
C18H14O8,CCCCCCCCCOCCCCCCOOCOOOCO
C19H18O8,CCCCCCCCCOCCOCCCCOCOCOOCO
C30H36O18,CCCCCCCCCOCCCCCCOOCOCOOCCCCCOCOOOCCCCCOCOOOOOO
C24H26O13,CCCCCCCCCOCCCCCCOOCOCCCCCOCOOOOOOCO
C24H26O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOCOOCO
C24H26O13,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOCOOCO
C23H24O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C22H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOO
C29H34O18,CCCCCCCCCOCCOCCCCOOCOOCCCCCOCOCCCCCOCOOOOOOOO
C23H24O13,CCCCCCCCCOCCOCCCCOOCOOCCCCCOCOOOOO
C23H24O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCO
C27H30O16,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCOCOOOO
C27H30O16,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCOCOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOCCCCCOCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO
C37H38O20,CCCCCCCCCOOCCCCOCOCCCCOCOCCOCCCCCCCOOOCCCCCCOOCOOOCOOOO
C16H12O7,CCCCCCCCCOCCOCCCCOOOO
C17H14O7,CCCCCCCCCOCCOCCCCOOOCO
C16H12O7,CCCCCCCCCOCCOCCCCOOOO
C22H20O13,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOOO
C28H32O17,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C22H22O12,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO
C23H24O12,CCCCCCCCCOCCCCCCOOCOCCCCCOCOOOOOO
C23H24O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOCOO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO
C23H24O11,CCCCCCCCCOCCCCCCOOCCCCCCOCOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO
C25H24O14,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCOOOOOOO
C28H28O18,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOCCCCCOCOOOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOOOOOO
C22H20O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C22H22O11,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCCCCOCOOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C31H28O14,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOOOOOO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C31H28O14,CCCCCCCCCOCCCCCCOOOOCCCCCOCOCOCCCCCCCCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C37H38O18,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOCCCCCOCOOOOOOOO
C22H22O10,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOO
C23H24O12,CCCCCCCCOCCCCCCCOOOCOCCCCCOCOOOOO
C22H22O11,CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO
C22H26O11,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOO
C19H18O8,CCCCCCCCCOOOCOCCCCCCCCOOO
C23H26O13,CCCCCCCCCOCCOCCCCOOOCOCCCCCOCOOOOO
C18H18O8,CCCCCCCCCOCCCCCCOOCOOCOO
C14H14O3,CCCCCCCCCCCCCOO
C16H20O7,CCCCCCCCCOCCCCCCOOOOO
C29H28O8,CCCCCCCCCOCCCCCCCCOOCCOCCCCCCCCOOCO
C29H26O8,CCCCCCCCCOCCCCCCCCOOCCOCCCCCCCCOOCO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C34H34O8,CCCCCCCCCOCOCCCCCCCCCCCCCCOOCCOCOCCCCCCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C28H30O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO
C20H20O7,CCCCCCCCCOCCCOOCCCCCCOCOO
C16H18O4,CCCCCCCCCCCCCCCOOO
C19H20O7,CCCCCCCCCOCCCCCCOOCOCOCO
C22H24O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO
C22H24O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO
C23H26O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCOO
C18H16O6,CCCCCCCCOCCCCCCCOOCOCO
C17H14O6,CCCCCCCCOCCCCCCCOOOCO
C15H14O6,CCCCCCCCOCCCCCCOOOO
C16H12O6,CCCCCCCCOCCCOCCCCOOO
C17H18O6,CCCCCCCCOCCCCCCOOCOCO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C20H20O3,CCCCCCCCCOCCCCCCCCCCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C17H18O5,CCCCCCCCCOCCCCCCOOCO
C17H18O5,CCCCCCCCCOCCCCCCOOCO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C20H26O4,CCCCCCCCCCCCCCCCCCCOOO
C20H26O4,CCCCCCCCCCCCCCCCCCCOOO
C20H26O4,CCCCCCCCCCCCCCCCCCCOOO
C20H26O4,CCCCCCCCCCCCCCCCCCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C16H14O7,CCCCCCCCCOCCCCCCOOOOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C19H22O6,CCCCCCCCCOCCCOCCCCCCOOO
C21H26O4,CCCCCCCCCCCOCCCCCCCCOCO
C21H26O4,CCCCCCCCCCCOCCCCCCCCOCO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C21H26O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C20H24O4,CCCCCCCCCCCOCCCCCCCCOO
C21H22O6,CCCCCCCCCCCCCCCCCCCOOCOOO
